route_id,service_id,trip_id,trip_headsign,shape_id,block_id
2,995,320372:423271:428734,CROSSTOWN to Westfort,3597,428734
16,994,320039:423272:426689,BALMORAL to City Hall,3498,426689
3C,1004,318616:423277:428678,COUNTY PARK to Northwood,3576,428678
5,1003,319841:423278:428720,EDWARD to Westfort,3543,428720
14,995,320616:423282:428708,ARTHUR to Jumbo Gardens,3539,428708
14,996,322431:423283:428742,ARTHUR to Airport,3545,428742
7,996,322112:423287:428688,HUDSON to Waterfront,3582,428688
13,1004,318496:423289:428687,JOHN-JUMBO to Waterfront,3588,428687
2,996,322183:423291:428710,CROSSTOWN to Waterfront,3604,428710
8,996,322095:423295:428683,JAMES to City Hall via College,3569,428683
18,1003,320200:423297:428707,WESTFORT to City Hall,3546,428707
7,1003,319423:423300:428755,HUDSON to Waterfront,3582,428755
15,1003,319151:423303:428747,BEVERLY to University,3578,428747
16,994,320049:423309:426683,BALMORAL to College,3501,426683
10,996,322473:423310:428735,NORTHWOOD to College,3549,428735
2,1004,318834:423313:428701,CROSSTOWN to Westfort,3597,428701
10,995,320596:423314:428748,NORTHWOOD to College,3549,428748
10,1003,319692:423319:428676,NORTHWOOD to County Park,3544,428676
12,994,319984:423320:426683,EAST END,3579,426683
10,1004,318524:423321:428736,NORTHWOOD to County Park,3544,428736
18,995,321242:423322:428695,WESTFORT to Mary,3509,428695
12,994,320005:423325:426689,EAST END,3579,426689
14,1006,319943:423326:428751,ARTHUR to Airport,3545,428751
14,1007,319943:423326:428759,ARTHUR to Airport,3545,428759
5,1003,319817:423327:428720,EDWARD to Westfort,3543,428720
12,995,320493:423328:426663,EAST END,3579,426663
5,995,320709:423329:428721,EDWARD to Westfort,3543,428721
5,995,320708:423330:428733,EDWARD to Westfort,3543,428733
15,995,320319:423331:428715,BEVERLY to University,3608,428715
5,1003,319819:423333:428727,EDWARD to Westfort,3543,428727
15,1003,319117:423338:428747,BEVERLY to Intercity,3591,428747
10,996,322462:423339:428735,NORTHWOOD to County Park,3550,428735
15,1004,318466:423345:428672,BEVERLY to University,3608,428672
15,995,320316:423346:428685,BEVERLY to University,3608,428685
15,995,320311:423348:428685,BEVERLY to University,3608,428685
10,996,322480:423351:428717,NORTHWOOD to College,3549,428717
5,1003,319811:423352:428720,EDWARD to Westfort,3543,428720
13,996,322503:423354:428732,JOHN-JUMBO to Waterfront,3588,428732
1,995,320891:423356:428750,MAINLINE to Waterfront,3575,428750
14,996,322410:423357:428683,ARTHUR to City Hall,3541,428683
18,995,321255:423358:428673,WESTFORT to City Hall,3546,428673
10,1004,318554:423360:428746,NORTHWOOD to College,3549,428746
7,1004,318865:423362:428713,HUDSON to Waterfront,3582,428713
14,1003,319951:423363:428698,ARTHUR to City Hall,3541,428698
14,1003,319910:423364:428730,ARTHUR to Jumbo Gardens,3539,428730
7,995,320933:423367:428718,HUDSON to Waterfront,3582,428718
15,995,320296:423368:428685,BEVERLY to University,3578,428685
15,1004,318475:423369:428686,BEVERLY to University,3578,428686
14,1003,319934:423372:428722,ARTHUR to Airport,3545,428722
2,1003,319182:423373:428725,CROSSTOWN to Waterfront,3604,428725
14,1003,319920:423374:428730,ARTHUR to Jumbo Gardens,3539,428730
16,995,320541:423377:426619,BALMORAL to City Hall,3498,426619
8,996,322097:423380:428683,JAMES to City Hall,3540,428683
2,1003,319183:423383:428727,CROSSTOWN to Waterfront,3604,428727
7,1004,318861:423384:428713,HUDSON to Waterfront,3582,428713
8,1003,319256:423386:428691,JAMES to City Hall via College,3569,428691
10,996,322484:423387:428749,NORTHWOOD to College,3549,428749
14,996,322426:423389:428683,ARTHUR to City Hall,3541,428683
18,995,321239:423391:428695,WESTFORT to Mary,3509,428695
14,995,320634:423392:428714,ARTHUR to Airport,3545,428714
5,1003,319818:423395:428725,EDWARD to Westfort,3543,428725
10,1006,319728:423398:428680,NORTHWOOD to County Park,3544,428680
10,1007,319728:423398:428758,NORTHWOOD to County Park,3544,428758
5,1003,319809:423401:428725,EDWARD to Westfort,3543,428725
2,995,320350:423403:428721,CROSSTOWN to Waterfront,3604,428721
18,996,321985:423404:428754,WESTFORT to City Hall,3546,428754
10,1003,319712:423407:428723,NORTHWOOD to County Park,3544,428723
5,995,320735:423410:428734,EDWARD to Waterfront,3555,428734
5,995,320731:423411:428733,EDWARD to Westfort,3543,428733
2,996,322159:423413:428710,CROSSTOWN to Westfort,3597,428710
12,995,320477:423414:426663,EAST END,3579,426663
1,995,320896:423417:428673,MAINLINE to Waterfront,3575,428673
7,1004,318869:423418:428713,HUDSON to Waterfront,3582,428713
16,995,320525:423419:426663,BALMORAL to College,3501,426663
16,995,320513:423421:426619,BALMORAL to City Hall,3498,426619
14,995,320626:423423:428708,ARTHUR to City Hall,3541,428708
12,995,320487:423428:426663,EAST END,3579,426663
2,996,322173:423431:428710,CROSSTOWN to Waterfront,3604,428710
18,995,321265:423432:428695,WESTFORT to City Hall,3546,428695
5,1003,319812:423433:428725,EDWARD to Westfort,3543,428725
8,995,320431:423434:428719,JAMES to City Hall via College,3569,428719
5,996,322337:423435:428743,EDWARD to Westfort,3543,428743
2,1003,319177:423436:428727,CROSSTOWN to Waterfront,3604,428727
10,1004,318557:423440:428746,NORTHWOOD to College,3549,428746
7,1003,319479:423443:428755,HUDSON to Waterfront,3582,428755
14,1004,318582:423444:428706,ARTHUR to Airport,3545,428706
10,995,320570:423445:428731,NORTHWOOD to County Park,3544,428731
2,1003,319222:423457:428720,CROSSTOWN to Waterfront,3604,428720
18,995,321280:423458:428695,WESTFORT to City Hall,3546,428695
10,1006,319681:423460:428680,NORTHWOOD to County Park,3544,428680
10,1007,319681:423460:428758,NORTHWOOD to County Park,3544,428758
16,995,320500:423462:426663,BALMORAL to City Hall,3498,426663
1,995,320895:423466:428750,MAINLINE to Waterfront,3575,428750
5,1004,318646:423470:428703,EDWARD to Westfort,3543,428703
12,994,320003:423471:426689,EAST END,3579,426689
5,995,320717:423472:428733,EDWARD to Westfort,3543,428733
5,996,322341:423473:428743,EDWARD to Westfort,3543,428743
15,1003,319154:423475:428747,BEVERLY to University,3578,428747
7,1003,319461:423477:428693,HUDSON to Waterfront,3582,428693
2,996,322171:423480:428710,CROSSTOWN to Waterfront,3604,428710
18,995,321278:423488:428750,WESTFORT to City Hall,3546,428750
10,996,322463:423491:428717,NORTHWOOD to County Park,3550,428717
18,1003,320167:423494:428726,WESTFORT to Mary,3509,428726
2,996,322156:423498:428743,CROSSTOWN to Westfort,3597,428743
14,1003,319949:423502:428698,ARTHUR to Airport,3545,428698
14,995,320663:423504:428692,ARTHUR to City Hall,3541,428692
18,1004,319041:423514:428696,WESTFORT to City Hall,3546,428696
18,1003,320156:423516:428726,WESTFORT to Mary,3509,428726
10,995,320560:423518:428681,NORTHWOOD to County Park,3544,428681
16,994,320057:423520:426689,BALMORAL to College,3501,426689
13,995,320450:423524:428718,JOHN-JUMBO to Waterfront,3588,428718
2,996,322174:423526:428743,CROSSTOWN to Waterfront,3604,428743
3C,995,320853:423527:428708,COUNTY PARK to Castlegreen Dr,3605,428708
7,1003,319477:423530:428755,HUDSON to Waterfront,3582,428755
2,995,320354:423532:428734,CROSSTOWN to Westfort,3597,428734
7,1004,318864:423533:428687,HUDSON to Waterfront,3582,428687
18,995,321251:423535:428750,WESTFORT to Mary,3509,428750
10,995,320554:423537:428748,NORTHWOOD to County Park,3544,428748
16,994,320048:423540:426689,BALMORAL to College,3501,426689
14,1004,318577:423542:428745,ARTHUR to City Hall,3541,428745
15,995,320273:423546:428690,BEVERLY to Intercity,3591,428690
14,1004,318594:423549:428745,ARTHUR to Airport,3545,428745
10,1003,319727:423551:428705,NORTHWOOD to County Park,3544,428705
14,1003,319926:423553:428730,ARTHUR to Airport,3545,428730
14,995,320659:423554:428719,ARTHUR to Airport,3545,428719
14,1004,318572:423556:428706,ARTHUR to City Hall,3541,428706
7,996,322127:423558:428732,HUDSON to Waterfront,3582,428732
10,1003,319680:423560:428705,NORTHWOOD to County Park,3544,428705
14,1003,319969:423561:428738,ARTHUR to Airport,3545,428738
18,995,321279:423565:428695,WESTFORT to Mary,3509,428695
15,1004,318446:423572:428672,BEVERLY to Intercity,3591,428672
15,1004,318471:423574:428686,BEVERLY to University,3608,428686
10,996,322486:423578:428717,NORTHWOOD to College,3549,428717
10,995,320598:423587:428731,NORTHWOOD to College,3549,428731
12,994,319989:423588:426689,EAST END,3579,426689
2,1003,319203:423592:428727,CROSSTOWN to Waterfront,3604,428727
14,995,320620:423601:428699,ARTHUR to Jumbo Gardens,3539,428699
1,1004,318773:423602:428696,MAINLINE to Waterfront,3575,428696
14,995,320636:423605:428714,ARTHUR to Airport,3545,428714
15,1003,319109:423606:428737,BEVERLY to Intercity,3591,428737
14,996,322439:423608:428702,ARTHUR to Airport,3545,428702
8,1003,319272:423609:428691,JAMES to City Hall,3540,428691
8,995,320394:423611:428692,JAMES to City Hall,3540,428692
12,994,319991:423614:426689,EAST END,3579,426689
3C,995,320856:423615:428708,COUNTY PARK to Castlegreen Dr,3605,428708
15,1003,319105:423618:428740,BEVERLY to Intercity,3591,428740
18,1003,320158:423620:428726,WESTFORT to Mary,3509,428726
16,995,320506:423621:426663,BALMORAL to City Hall,3498,426663
7,1003,319457:423622:428693,HUDSON to Waterfront,3582,428693
7,1004,318866:423623:428687,HUDSON to Waterfront,3582,428687
5,1003,319843:423624:428727,EDWARD to Westfort,3543,428727
2,995,320377:423625:428733,CROSSTOWN to Westfort,3597,428733
7,995,320927:423626:428718,HUDSON to Waterfront,3582,428718
14,995,320603:423627:428714,ARTHUR to City Hall,3541,428714
14,995,320624:423630:428677,ARTHUR to Jumbo Gardens,3539,428677
15,995,320282:423631:428675,BEVERLY to Intercity,3591,428675
14,995,320629:423633:428692,ARTHUR to City Hall,3541,428692
15,995,320286:423634:428685,BEVERLY to Intercity,3591,428685
15,995,320310:423636:428711,BEVERLY to University,3608,428711
7,996,322124:423649:428688,HUDSON to Waterfront,3582,428688
10,1003,319711:423652:428705,NORTHWOOD to County Park,3544,428705
5,1003,319844:423655:428720,EDWARD to Westfort,3543,428720
10,1003,319688:423656:428723,NORTHWOOD to County Park,3544,428723
16,994,320028:423659:426689,BALMORAL to College,3501,426689
7,1003,319418:423664:428693,HUDSON to Waterfront,3582,428693
3C,1004,318622:423666:428746,COUNTY PARK to Castlegreen Dr,3605,428746
15,995,320287:423672:428675,BEVERLY to Intercity,3591,428675
10,1003,319694:423675:428674,NORTHWOOD to County Park,3544,428674
7,1004,318863:423676:428713,HUDSON to Waterfront,3582,428713
15,1003,319095:423680:428740,BEVERLY to Intercity,3591,428740
5,995,320737:423683:428734,EDWARD to Waterfront,3555,428734
14,1003,319935:423685:428698,ARTHUR to Airport,3545,428698
7,1003,319419:423686:428755,HUDSON to Waterfront,3582,428755
15,996,322538:423689:428700,BEVERLY to Intercity,3591,428700
16,995,320514:423692:426663,BALMORAL to City Hall,3498,426663
13,1003,320080:423696:428693,JOHN-JUMBO to Waterfront,3588,428693
5,995,320707:423704:428734,EDWARD to Westfort,3543,428734
10,996,322449:423707:428749,NORTHWOOD to County Park,3550,428749
5,1003,319801:423708:428725,EDWARD to Westfort,3543,428725
12,994,319995:423711:426689,EAST END,3579,426689
2,1003,319181:423712:428720,CROSSTOWN to Waterfront,3604,428720
5,996,322340:423714:428710,EDWARD to Westfort,3543,428710
10,996,322478:423716:428749,NORTHWOOD to College,3549,428749
14,995,320658:423717:428692,ARTHUR to Airport,3545,428692
7,1003,319441:423718:428755,HUDSON to Waterfront,3582,428755
10,995,320594:423719:428689,NORTHWOOD to College,3549,428689
5,995,320706:423721:428733,EDWARD to Westfort,3543,428733
3C,996,322380:423723:428735,COUNTY PARK to Northwood,3576,428735
2,1004,318844:423724:428701,CROSSTOWN to Waterfront,3604,428701
16,994,320053:423725:426683,BALMORAL to College,3501,426683
14,1004,318568:423727:428684,ARTHUR to City Hall,3541,428684
18,1004,319043:423729:428739,WESTFORT to City Hall,3546,428739
12,994,319999:423731:426689,EAST END,3579,426689
14,1003,319939:423734:428722,ARTHUR to Airport,3545,428722
15,995,320322:423735:428711,BEVERLY to University,3578,428711
15,995,320270:423739:428685,BEVERLY to Intercity,3591,428685
15,995,320290:423742:428711,BEVERLY to Intercity,3591,428711
15,995,320272:423743:428675,BEVERLY to Intercity,3591,428675
7,1004,318868:423745:428687,HUDSON to Waterfront,3582,428687
2,1003,319201:423747:428720,CROSSTOWN to Waterfront,3604,428720
7,1004,318876:423749:428687,HUDSON to Waterfront,3582,428687
16,995,320520:423751:426619,BALMORAL to College,3501,426619
16,995,320497:423753:426619,BALMORAL to City Hall,3498,426619
14,995,320660:423754:428719,ARTHUR to Airport,3545,428719
10,995,320565:423756:428681,NORTHWOOD to County Park,3544,428681
3C,1003,319659:423759:428705,COUNTY PARK to Northwood,3576,428705
2,1004,318841:423760:428701,CROSSTOWN to Waterfront,3604,428701
10,995,320557:423761:428731,NORTHWOOD to County Park,3544,428731
14,995,320611:423762:428708,ARTHUR to Jumbo Gardens,3539,428708
10,996,322481:423766:428749,NORTHWOOD to College,3549,428749
2,1004,318855:423768:428703,CROSSTOWN to Waterfront,3604,428703
7,995,320953:423770:428718,HUDSON to Waterfront,3582,428718
1,1003,319609:423776:428694,MAINLINE to Waterfront,3607,428694
10,1004,318521:423777:428736,NORTHWOOD to County Park,3550,428736
2,996,322182:423779:428743,CROSSTOWN to Waterfront,3604,428743
2,1003,319175:423780:428720,CROSSTOWN to Waterfront,3604,428720
15,996,322547:423785:428671,BEVERLY to University,3578,428671
7,995,320932:423788:428753,HUDSON to Waterfront,3582,428753
14,1003,319970:423792:428722,ARTHUR to Airport,3545,428722
12,995,320494:423794:426619,EAST END,3579,426619
5,1004,318652:423795:428703,EDWARD to Westfort,3543,428703
6,994,320076:423797:426629,MISSION RD.,3104,426629
16,995,320495:423800:426619,BALMORAL to City Hall,3498,426619
14,1004,318562:423804:428684,ARTHUR to City Hall,3541,428684
16,994,320013:423811:426689,BALMORAL to City Hall,3498,426689
8,1003,319270:423812:428704,JAMES to City Hall via College,3569,428704
8,996,322108:423816:428683,JAMES to City Hall,3540,428683
2,1004,318831:423820:428703,CROSSTOWN to Westfort,3597,428703
1,996,322209:423830:428728,MAINLINE to Waterfront,3575,428728
2,995,320337:423832:428733,CROSSTOWN to Waterfront,3604,428733
14,1004,318586:423836:428745,ARTHUR to Airport,3545,428745
16,995,320540:423838:426663,BALMORAL to City Hall,3498,426663
18,995,321261:423839:428695,WESTFORT to City Hall,3546,428695
14,995,320617:423846:428716,ARTHUR to Jumbo Gardens,3539,428716
14,1006,319927:423847:428751,ARTHUR to Airport,3545,428751
14,1007,319927:423847:428759,ARTHUR to Airport,3545,428759
2,995,320367:423848:428733,CROSSTOWN to Westfort,3597,428733
2,1003,319178:423849:428720,CROSSTOWN to Waterfront,3604,428720
5,1003,319823:423850:428720,EDWARD to Westfort,3543,428720
15,1004,318462:423852:428672,BEVERLY to University,3578,428672
16,994,320044:423854:426683,BALMORAL to City Hall,3498,426683
2,996,322186:423858:428743,CROSSTOWN to Westfort,3597,428743
3C,1004,318614:423859:428736,COUNTY PARK to Northwood,3576,428736
2,995,320342:423860:428734,CROSSTOWN to Waterfront,3604,428734
8,995,320432:423865:428697,JAMES to City Hall via College,3569,428697
2,995,320328:423871:428734,CROSSTOWN to Waterfront,3604,428734
16,994,320054:423877:426683,BALMORAL to City Hall,3498,426683
14,996,322437:423879:428742,ARTHUR to Airport,3545,428742
14,995,320664:423880:428716,ARTHUR to City Hall,3541,428716
7,1004,318870:423886:428687,HUDSON to Waterfront,3582,428687
15,996,322555:423887:428671,BEVERLY to University,3608,428671
1,996,322240:423890:428752,MAINLINE to Waterfront,3575,428752
15,1004,318447:423895:428686,BEVERLY to Intercity,3591,428686
14,1004,318559:423896:428745,ARTHUR to City Hall,3541,428745
8,1003,319255:423898:428724,JAMES to City Hall via College,3569,428724
8,1003,319260:423899:428704,JAMES to City Hall via College,3569,428704
7,1003,319458:423900:428693,HUDSON to Waterfront,3582,428693
1,996,322210:423902:428679,MAINLINE to Waterfront,3575,428679
7,1003,319476:423908:428693,HUDSON to Waterfront,3582,428693
5,995,320713:423910:428734,EDWARD to Westfort,3543,428734
2,996,322169:423914:428710,CROSSTOWN to Waterfront,3604,428710
10,1004,318519:423916:428746,NORTHWOOD to County Park,3550,428746
18,996,321988:423917:428754,WESTFORT to City Hall,3546,428754
14,1004,318573:423918:428745,ARTHUR to City Hall,3541,428745
2,996,322158:423920:428743,CROSSTOWN to Westfort,3597,428743
18,996,321973:423921:428754,WESTFORT to City Hall,3546,428754
14,996,322428:423927:428742,ARTHUR to Airport,3545,428742
15,995,320269:423928:428690,BEVERLY to Intercity,3591,428690
2,1004,318820:423930:428701,CROSSTOWN to Westfort,3597,428701
14,996,322413:423936:428683,ARTHUR to City Hall,3541,428683
2,996,322162:423937:428743,CROSSTOWN to Westfort,3597,428743
3C,1003,319657:423938:428738,COUNTY PARK to Northwood,3576,428738
3C,1004,318613:423940:428678,COUNTY PARK to Northwood,3576,428678
1,995,320889:423942:428695,MAINLINE to Waterfront,3575,428695
10,995,320569:423943:428708,NORTHWOOD to County Park,3544,428708
7,1003,319439:423947:428755,HUDSON to Waterfront,3582,428755
7,1004,318877:423950:428713,HUDSON to Waterfront,3582,428713
2,1004,318827:423953:428703,CROSSTOWN to Westfort,3597,428703
14,1003,319945:423956:428691,ARTHUR to Airport,3545,428691
2,996,322154:423961:428743,CROSSTOWN to Westfort,3597,428743
18,996,321990:423962:428679,WESTFORT to City Hall,3546,428679
15,996,322556:423964:428700,BEVERLY to University,3608,428700
2,1004,318854:423966:428701,CROSSTOWN to Waterfront,3604,428701
18,1004,319038:423967:428696,WESTFORT to City Hall,3546,428696
7,1004,318874:423971:428687,HUDSON to Waterfront,3582,428687
15,995,320279:423975:428715,BEVERLY to Intercity,3591,428715
2,1003,319167:423977:428727,CROSSTOWN to Waterfront,3604,428727
5,996,322338:423978:428710,EDWARD to Westfort,3543,428710
2,995,320376:423980:428721,CROSSTOWN to Westfort,3597,428721
18,1003,320169:423982:428726,WESTFORT to Mary,3509,428726
10,995,320597:423983:428708,NORTHWOOD to College,3549,428708
2,996,322176:423986:428743,CROSSTOWN to Waterfront,3604,428743
7,995,320948:423993:428753,HUDSON to Waterfront,3582,428753
15,996,322554:423995:428700,BEVERLY to University,3608,428700
10,995,320544:423996:428689,NORTHWOOD to County Park,3550,428689
14,996,322429:424001:428683,ARTHUR to Airport,3545,428683
15,1004,318468:424006:428672,BEVERLY to University,3608,428672
7,995,320984:424007:428753,HUDSON to Waterfront,3582,428753
12,995,320491:424008:426663,EAST END,3579,426663
13,995,320454:424010:428718,JOHN-JUMBO to Waterfront,3588,428718
5,1004,318653:424013:428701,EDWARD to Westfort,3543,428701
15,1004,318453:424019:428686,BEVERLY to Intercity,3591,428686
10,1004,318552:424020:428678,NORTHWOOD to College,3549,428678
5,995,320727:424022:428721,EDWARD to Westfort,3543,428721
5,996,322336:424023:428710,EDWARD to Westfort,3543,428710
14,1003,319967:424025:428730,ARTHUR to Airport,3545,428730
5,1004,318661:424026:428701,EDWARD to Waterfront,3555,428701
10,995,320601:424030:428748,NORTHWOOD to Waterfront,3536,428748
7,996,322109:424034:428732,HUDSON to Waterfront,3582,428732
18,995,321254:424035:428750,WESTFORT to Mary,3509,428750
8,1003,319287:424036:428691,JAMES to City Hall via College,3569,428691
10,995,320602:424041:428708,NORTHWOOD to City Hall,3556,428708
16,995,320533:424045:426663,BALMORAL to College,3501,426663
15,996,322552:424046:428700,BEVERLY to University,3608,428700
2,1003,319204:424047:428720,CROSSTOWN to Waterfront,3604,428720
14,996,322415:424052:428742,ARTHUR to City Hall,3541,428742
3C,996,322377:424053:428735,COUNTY PARK to Northwood,3576,428735
16,994,320047:424054:426683,BALMORAL to College,3501,426683
2,995,320329:424057:428733,CROSSTOWN to Waterfront,3604,428733
8,1003,319251:424059:428704,JAMES to City Hall via College,3569,428704
7,996,322113:424060:428732,HUDSON to Waterfront,3582,428732
2,1004,318851:424062:428703,CROSSTOWN to Waterfront,3604,428703
7,1004,318860:424068:428687,HUDSON to Waterfront,3582,428687
15,995,320307:424069:428675,BEVERLY to University,3608,428675
10,995,320548:424070:428741,NORTHWOOD to County Park,3544,428741
10,996,322448:424072:428717,NORTHWOOD to County Park,3550,428717
2,1004,318821:424073:428703,CROSSTOWN to Westfort,3597,428703
16,994,320051:424078:426683,BALMORAL to College,3501,426683
18,996,321976:424082:428754,WESTFORT to City Hall,3546,428754
2,1004,318829:424085:428703,CROSSTOWN to Westfort,3597,428703
10,1004,318520:424086:428678,NORTHWOOD to County Park,3550,428678
7,1003,319422:424092:428693,HUDSON to Waterfront,3582,428693
14,995,320643:424098:428677,ARTHUR to Airport,3545,428677
2,995,320345:424104:428734,CROSSTOWN to Waterfront,3604,428734
14,1004,318585:424106:428706,ARTHUR to Airport,3545,428706
2,995,320382:424112:428721,CROSSTOWN to College,3602,428721
5,1004,318654:424119:428703,EDWARD to Westfort,3543,428703
15,996,322533:424120:428671,BEVERLY to Intercity,3591,428671
15,996,322561:424121:428671,BEVERLY to University,3578,428671
5,995,320703:424130:428734,EDWARD to Westfort,3543,428734
18,1003,320170:424131:428726,WESTFORT to Mary,3509,428726
2,995,320338:424132:428721,CROSSTOWN to Waterfront,3604,428721
7,1004,318875:424133:428713,HUDSON to Waterfront,3582,428713
3C,1003,319677:424139:428723,COUNTY PARK to City Hall,3594,428723
18,995,321257:424140:428695,WESTFORT to City Hall,3546,428695
8,995,320395:424141:428719,JAMES to City Hall,3540,428719
2,1003,319173:424143:428725,CROSSTOWN to Waterfront,3604,428725
10,995,320563:424144:428741,NORTHWOOD to County Park,3544,428741
7,1003,319421:424146:428755,HUDSON to Waterfront,3582,428755
6,994,320072:424147:426664,MISSION RD.,3104,426664
2,996,322147:424149:428710,CROSSTOWN to Westfort,3597,428710
18,1003,320161:424150:428726,WESTFORT to Mary,3509,428726
10,1003,319689:424152:428674,NORTHWOOD to County Park,3544,428674
8,1004,318912:424155:428706,JAMES to City Hall,3540,428706
3C,1004,318637:424156:428736,COUNTY PARK to Waterfront,3570,428736
14,1003,319971:424157:428698,ARTHUR to Airport,3545,428698
8,1003,319271:424164:428691,JAMES to City Hall,3540,428691
5,995,320729:424165:428721,EDWARD to Westfort,3543,428721
3C,996,322378:424166:428717,COUNTY PARK to Northwood,3576,428717
2,1003,319172:424168:428720,CROSSTOWN to Waterfront,3604,428720
10,996,322454:424169:428717,NORTHWOOD to County Park,3544,428717
10,1004,318549:424172:428678,NORTHWOOD to College,3549,428678
2,995,320327:424173:428733,CROSSTOWN to Waterfront,3604,428733
13,1003,320078:424174:428755,JOHN-JUMBO to Waterfront,3588,428755
7,995,320931:424175:428718,HUDSON to Waterfront,3582,428718
16,994,320020:424177:426683,BALMORAL to City Hall,3498,426683
18,996,321984:424179:428728,WESTFORT to City Hall,3546,428728
2,995,320370:424180:428733,CROSSTOWN to Westfort,3597,428733
2,1003,319202:424185:428725,CROSSTOWN to Waterfront,3604,428725
16,995,320521:424190:426663,BALMORAL to College,3501,426663
2,996,322170:424191:428743,CROSSTOWN to Waterfront,3604,428743
14,1003,319913:424193:428722,ARTHUR to Jumbo Gardens,3539,428722
18,1004,319050:424194:428696,WESTFORT to City Hall,3546,428696
15,1004,318477:424195:428686,BEVERLY to University,3578,428686
14,1004,318563:424198:428706,ARTHUR to City Hall,3541,428706
14,1003,319962:424199:428722,ARTHUR to Jumbo Gardens,3539,428722
10,996,322466:424200:428717,NORTHWOOD to County Park,3550,428717
15,995,320288:424203:428690,BEVERLY to Intercity,3591,428690
14,995,320637:424204:428714,ARTHUR to Airport,3545,428714
18,995,321262:424207:428695,WESTFORT to City Hall,3546,428695
2,1004,318825:424208:428703,CROSSTOWN to Westfort,3597,428703
7,996,322123:424213:428732,HUDSON to Waterfront,3582,428732
18,995,321260:424214:428695,WESTFORT to City Hall,3546,428695
16,994,320015:424220:426689,BALMORAL to City Hall,3498,426689
15,1004,318450:424222:428672,BEVERLY to Intercity,3591,428672
8,1004,318937:424225:428745,JAMES to City Hall,3540,428745
8,1004,318928:424226:428706,JAMES to City Hall,3540,428706
6,994,320070:424227:426642,MISSION RD.,3104,426642
14,1004,318575:424239:428745,ARTHUR to City Hall,3541,428745
14,1003,319928:424240:428738,ARTHUR to Airport,3545,428738
7,995,320944:424243:428753,HUDSON to Waterfront,3582,428753
10,995,320585:424246:428731,NORTHWOOD to College,3549,428731
10,996,322485:424247:428735,NORTHWOOD to College,3549,428735
15,995,320304:424250:428715,BEVERLY to University,3608,428715
7,1003,319478:424251:428693,HUDSON to Waterfront,3582,428693
2,996,322164:424252:428743,CROSSTOWN to Westfort,3597,428743
5,1003,319822:424254:428727,EDWARD to Westfort,3543,428727
10,996,322455:424256:428749,NORTHWOOD to County Park,3544,428749
14,995,320615:424257:428699,ARTHUR to Jumbo Gardens,3539,428699
10,996,322476:424258:428735,NORTHWOOD to College,3549,428735
14,1003,319950:424260:428698,ARTHUR to City Hall,3541,428698
12,994,319998:424262:426683,EAST END,3579,426683
14,996,322436:424264:428702,ARTHUR to Airport,3545,428702
3C,996,322386:424268:428717,COUNTY PARK to Waterfront,3570,428717
2,1004,318823:424269:428703,CROSSTOWN to Westfort,3597,428703
18,996,321987:424276:428728,WESTFORT to City Hall,3546,428728
14,1004,318587:424277:428684,ARTHUR to Airport,3545,428684
14,995,320652:424278:428692,ARTHUR to Airport,3545,428692
7,1003,319466:424279:428693,HUDSON to Waterfront,3582,428693
18,995,321252:424280:428673,WESTFORT to Mary,3509,428673
10,996,322465:424282:428735,NORTHWOOD to County Park,3550,428735
8,995,320388:424292:428719,JAMES to City Hall,3540,428719
5,995,320712:424293:428721,EDWARD to Westfort,3543,428721
16,994,320012:424295:426683,BALMORAL to City Hall,3498,426683
2,1003,319179:424298:428725,CROSSTOWN to Waterfront,3604,428725
10,995,320562:424299:428731,NORTHWOOD to County Park,3544,428731
10,1003,319683:424301:428723,NORTHWOOD to County Park,3544,428723
12,994,320004:424303:426683,EAST END,3579,426683
10,1003,319679:424305:428674,NORTHWOOD to County Park,3544,428674
2,995,320353:424306:428733,CROSSTOWN to Waterfront,3604,428733
5,1004,318660:424308:428703,EDWARD to Waterfront,3555,428703
5,1003,319796:424310:428720,EDWARD to Westfort,3543,428720
13,1003,320079:424311:428755,JOHN-JUMBO to Waterfront,3588,428755
8,1004,318916:424312:428745,JAMES to City Hall,3540,428745
12,995,320475:424317:426663,EAST END,3579,426663
4,994,319977:424318:426642,NEEBING,3547,426642
18,1004,319053:424320:428696,WESTFORT to City Hall,3546,428696
14,996,322433:424325:428702,ARTHUR to Airport,3545,428702
10,995,320550:424326:428681,NORTHWOOD to County Park,3544,428681
8,1003,319247:424330:428691,JAMES to City Hall via College,3569,428691
7,996,322125:424332:428732,HUDSON to Waterfront,3582,428732
16,995,320507:424334:426619,BALMORAL to City Hall,3498,426619
8,1003,319282:424335:428704,JAMES to City Hall via College,3569,428704
16,994,320055:424336:426683,BALMORAL to City Hall,3498,426683
16,995,320511:424337:426619,BALMORAL to City Hall,3498,426619
8,995,320430:424339:428682,JAMES to City Hall via College,3569,428682
14,1006,319911:424343:428751,ARTHUR to Jumbo Gardens,3539,428751
14,1007,319911:424343:428759,ARTHUR to Jumbo Gardens,3539,428759
16,994,320018:424345:426683,BALMORAL to City Hall,3498,426683
15,995,320300:424347:428685,BEVERLY to University,3608,428685
14,995,320638:424350:428677,ARTHUR to Airport,3545,428677
18,996,321974:424351:428679,WESTFORT to City Hall,3546,428679
14,996,322443:424352:428683,ARTHUR to Airport,3545,428683
15,995,320283:424355:428690,BEVERLY to Intercity,3591,428690
