route_id,service_id,trip_id,trip_headsign,shape_id,block_id
3M,1003,319302:427156:428698,MEMORIAL to Jumbo Gardens,3590,428698
17,1004,318995:427157:428696,CURRENT RIVER to Waterfront,3603,428696
18,996,321954:427158:428679,WESTFORT to Mary,3509,428679
3M,995,321083:427159:428677,MEMORIAL to Jumbo Gardens,3590,428677
17,1004,319003:427160:428739,CURRENT RIVER to Waterfront,3603,428739
1,1003,319548:427161:428707,MAINLINE to City Hall,3609,428707
1,1003,319599:427162:428707,MAINLINE to Waterfront,3575,428707
11,995,320764:427163:428753,JOHN to Windsor St.,3601,428753
5,1003,319839:427164:428727,EDWARD to Waterfront,3555,428727
1,996,322247:427165:428754,MAINLINE to City Hall,3609,428754
1,1003,319572:427166:428726,MAINLINE to City Hall,3584,428726
3M,1004,318682:427167:428736,MEMORIAL to County Park,3600,428736
3M,1006,319323:427168:428680,MEMORIAL to Northwood,3598,428680
3M,1007,319323:427168:428758,MEMORIAL to Northwood,3598,428758
3C,1003,319646:427169:428676,COUNTY PARK to Castlegreen Dr,3605,428676
3M,1003,319380:427170:428698,MEMORIAL to Jumbo Gardens,3590,428698
15,1003,319128:427171:428669,BEVERLY to University,3608,428669
1,996,322230:427172:428754,MAINLINE to City Hall,3609,428754
10,1003,319709:427173:428674,NORTHWOOD to College,3549,428674
2,1003,319158:427174:428727,CROSSTOWN to Westfort,3597,428727
3M,996,322258:427175:428717,MEMORIAL to County Park,3600,428717
17,1004,318991:427176:428696,CURRENT RIVER to Cowan,3593,428696
11,1003,319905:427177:428755,JOHN to Windsor St.,3601,428755
1,1004,318758:427178:428670,MAINLINE to City Hall,3609,428670
17,1003,320126:427179:428737,CURRENT RIVER to Waterfront,3603,428737
13,1004,318515:427180:428687,JOHN-JUMBO to County Fair,3572,428687
15,1003,319145:427181:428729,BEVERLY to University,3608,428729
3J,1003,319782:427182:428730,JUMBO GARDENS to Airport,3592,428730
3M,1003,319337:427183:428723,MEMORIAL to Northwood,3598,428723
11,1003,319901:427184:428755,JOHN to Windsor St.,3601,428755
3J,995,320693:427185:428692,JUMBO GARDENS to Sherwood Dr.,3571,428692
5,996,322357:427186:428743,EDWARD to Waterfront,3555,428743
7,996,322139:427187:428688,HUDSON to Shuniah St.,3577,428688
3M,995,321147:427188:428716,MEMORIAL to Airport,3573,428716
9,996,322045:427189:428700,JUNOT to Waterfront,3599,428700
3M,995,321103:427190:428689,MEMORIAL to Northwood,3583,428689
9,996,322054:427191:428700,JUNOT to University,3585,428700
1,996,322242:427192:428752,MAINLINE to Waterfront,3575,428752
11,1003,319908:427193:428693,JOHN to Windsor St.,3601,428693
3M,996,322277:427194:428735,MEMORIAL to County Park,3600,428735
11,1003,319870:427195:428755,JOHN to Windsor St.,3601,428755
8,996,322101:427196:428742,JAMES to College,3538,428742
8,996,322092:427197:428683,JAMES to College,3538,428683
8,995,320436:427198:428682,JAMES to City Hall via College,3569,428682
13,1004,318495:427199:428713,JOHN-JUMBO to Waterfront,3588,428713
1,995,320914:427200:428695,MAINLINE to Waterfront,3607,428695
2,1003,319190:427201:428725,CROSSTOWN to Westfort,3597,428725
3M,1003,319303:427202:428674,MEMORIAL to County Park,3595,428674
10,995,320575:427203:428689,NORTHWOOD to College,3549,428689
3M,996,322327:427204:428735,MEMORIAL to Waterfront,3596,428735
11,995,320770:427205:428753,JOHN to Windsor St.,3601,428753
3M,1003,319358:427206:428705,MEMORIAL to Northwood,3583,428705
1,1004,318763:427207:428670,MAINLINE to City Hall,3609,428670
3M,995,321159:427208:428731,MEMORIAL to City Hall,3581,428731
9,996,322048:427209:428700,JUNOT to University,3585,428700
18,996,321961:427210:428728,WESTFORT to Mary,3509,428728
11,995,320768:427211:428753,JOHN to Windsor St.,3601,428753
17,995,321181:427212:428711,CURRENT RIVER to Cowan,3593,428711
17,995,321173:427213:428715,CURRENT RIVER to Cowan,3593,428715
17,995,321195:427214:428750,CURRENT RIVER to Waterfront,3603,428750
3J,1003,319754:427215:428722,JUMBO GARDENS to Airport,3592,428722
3M,1006,319407:427216:428680,MEMORIAL to City Hall,3581,428680
3M,1007,319407:427216:428758,MEMORIAL to City Hall,3581,428758
17,1003,320143:427217:428726,CURRENT RIVER to Cowan,3593,428726
17,1003,320113:427218:428740,CURRENT RIVER to Waterfront,3603,428740
11,1003,319882:427219:428755,JOHN to Waterfront,3606,428755
9,995,321046:427220:428690,JUNOT to Waterfront,3599,428690
3C,1003,319655:427221:428738,COUNTY PARK to Castlegreen Dr,3605,428738
2,1003,319214:427222:428720,CROSSTOWN to Westfort,3597,428720
10,1003,319732:427223:428723,NORTHWOOD to College,3549,428723
17,1003,320100:427224:428740,CURRENT RIVER to Cowan,3593,428740
8,1003,319233:427225:428704,JAMES to Intercity via College,3587,428704
5,995,320763:427226:428721,EDWARD to Waterfront,3555,428721
10,1003,319697:427227:428676,NORTHWOOD to College,3549,428676
5,1003,319838:427228:428725,EDWARD to Waterfront,3555,428725
17,995,321213:427229:428695,CURRENT RIVER to Waterfront,3603,428695
13,996,322499:427230:428732,JOHN-JUMBO to Waterfront,3588,428732
9,995,321011:427231:428685,JUNOT to Waterfront,3599,428685
3M,1006,319362:427232:428680,MEMORIAL to Waterfront,3596,428680
3M,1007,319362:427232:428758,MEMORIAL to Waterfront,3596,428758
7,1003,319432:427233:428755,HUDSON to Shuniah St.,3577,428755
5,1004,318671:427234:428701,EDWARD to Waterfront,3555,428701
5,995,320756:427235:428733,EDWARD to Waterfront,3555,428733
17,996,322005:427236:428754,CURRENT RIVER to Cowan,3593,428754
13,996,322488:427237:428688,JOHN-JUMBO to Waterfront,3588,428688
5,1003,319851:427238:428727,EDWARD to Waterfront,3555,428727
17,1003,320150:427239:428737,CURRENT RIVER to Waterfront,3603,428737
3M,996,322261:427240:428717,MEMORIAL to County Park,3600,428717
3M,1004,318726:427241:428678,MEMORIAL to Northwood,3583,428678
8,1004,318931:427242:428745,JAMES to College,3538,428745
7,1003,319472:427243:428693,HUDSON to Shuniah St.,3577,428693
1,1004,318751:427244:428739,MAINLINE to City Hall,3609,428739
3C,1004,318626:427245:428678,COUNTY PARK to Castlegreen Dr,3605,428678
11,1003,319885:427246:428693,JOHN to Waterfront,3606,428693
18,1003,320184:427247:428726,WESTFORT to City Hall,3546,428726
3M,1004,318746:427248:428712,MEMORIAL to City Hall,3581,428712
3M,995,321162:427249:428681,MEMORIAL to Waterfront,3596,428681
17,1003,320114:427250:428669,CURRENT RIVER to Waterfront,3603,428669
3M,995,321115:427251:428677,MEMORIAL to Airport,3573,428677
11,1003,319874:427252:428755,JOHN to Waterfront,3606,428755
9,995,321016:427253:428685,JUNOT to University,3585,428685
1,1003,319549:427254:428694,MAINLINE to City Hall,3609,428694
9,995,320995:427255:428690,JUNOT to Waterfront,3599,428690
7,1003,319474:427256:428693,HUDSON to Shuniah St.,3577,428693
5,1003,319829:427257:428725,EDWARD to Waterfront,3555,428725
3C,1006,319640:427258:428680,COUNTY PARK to Castlegreen Dr,3605,428680
3C,1007,319640:427258:428758,COUNTY PARK to Castlegreen Dr,3605,428758
15,996,322540:427259:428700,BEVERLY to Intercity,3586,428700
2,1003,319216:427260:428720,CROSSTOWN to Westfort,3597,428720
3J,995,320677:427261:428692,JUMBO GARDENS to Airport,3592,428692
9,995,321000:427262:428690,JUNOT to Waterfront,3599,428690
9,1003,319487:427263:428669,JUNOT to University,3585,428669
9,1003,319482:427264:428737,JUNOT to Waterfront,3599,428737
3M,996,322268:427265:428735,MEMORIAL to County Park,3600,428735
1,995,320900:427266:428673,MAINLINE to Waterfront,3575,428673
17,1004,319007:427267:428696,CURRENT RIVER to Waterfront,3603,428696
10,1003,319702:427268:428676,NORTHWOOD to College,3549,428676
3M,1004,318699:427269:428736,MEMORIAL to County Park,3600,428736
3C,1003,319647:427270:428723,COUNTY PARK to Castlegreen Dr,3605,428723
9,1003,319493:427271:428747,JUNOT to University,3585,428747
1,996,322217:427272:428728,MAINLINE to Waterfront,3575,428728
3C,995,320843:427273:428748,COUNTY PARK to Castlegreen Dr,3605,428748
5,995,320740:427274:428734,EDWARD to Waterfront,3555,428734
3M,1004,318738:427275:428712,MEMORIAL to City Hall,3581,428712
11,1003,319860:427276:428755,JOHN to Windsor St.,3601,428755
3M,1004,318679:427277:428736,MEMORIAL to County Park,3600,428736
17,995,321196:427278:428695,CURRENT RIVER to Waterfront,3603,428695
3C,995,320838:427279:428748,COUNTY PARK to Castlegreen Dr,3605,428748
1,996,322191:427280:428752,MAINLINE to City Hall,3609,428752
1,995,320917:427281:428695,MAINLINE to Waterfront,3607,428695
3M,995,321104:427282:428677,MEMORIAL to City Hall,3581,428677
1,1004,318755:427283:428670,MAINLINE to City Hall,3609,428670
3C,1003,319632:427284:428723,COUNTY PARK to Castlegreen Dr,3605,428723
3C,995,320812:427285:428731,COUNTY PARK to Northwood,3576,428731
11,995,320779:427286:428718,JOHN to Windsor St.,3601,428718
3C,1003,319669:427287:428674,COUNTY PARK to Castlegreen Dr,3605,428674
17,1004,318984:427288:428739,CURRENT RIVER to Cowan,3593,428739
1,996,322255:427289:428754,MAINLINE to Waterfront,3575,428754
3M,1003,319398:427290:428676,MEMORIAL to Northwood,3598,428676
17,995,321202:427291:428685,CURRENT RIVER to Waterfront,3603,428685
3C,996,322396:427292:428735,COUNTY PARK to Castlegreen Dr,3605,428735
5,1003,319855:427293:428725,EDWARD to Waterfront,3555,428725
11,995,320773:427294:428718,JOHN to Windsor St.,3601,428718
3C,996,322368:427295:428735,COUNTY PARK to Northwood,3576,428735
11,995,320789:427296:428718,JOHN to Waterfront,3606,428718
3C,996,322403:427297:428717,COUNTY PARK to Castlegreen Dr,3605,428717
1,1004,318789:427298:428696,MAINLINE to Waterfront,3607,428696
3M,1003,319347:427299:428723,MEMORIAL to Northwood,3598,428723
2,1003,319196:427300:428725,CROSSTOWN to Westfort,3597,428725
3J,1003,319743:427301:428738,JUMBO GARDENS to Airport,3592,428738
7,1003,319437:427302:428755,HUDSON to Shuniah St.,3577,428755
3M,1003,319308:427303:428738,MEMORIAL to Jumbo Gardens,3590,428738
1,1004,318756:427304:428670,MAINLINE to City Hall,3609,428670
13,1004,318503:427305:428687,JOHN-JUMBO to County Fair,3572,428687
3C,995,320828:427306:428731,COUNTY PARK to Waterfront,3570,428731
3J,1003,319760:427307:428698,JUMBO GARDENS to Sherwood Dr.,3571,428698
3C,995,320822:427308:428731,COUNTY PARK to Northwood,3576,428731
9,995,321037:427309:428690,JUNOT to University,3585,428690
3M,996,322313:427310:428744,MEMORIAL to Waterfront,3596,428744
9,1003,319538:427311:428740,JUNOT to University,3585,428740
3J,1003,319786:427312:428738,JUMBO GARDENS to Sherwood Dr.,3571,428738
2,1003,319188:427313:428727,CROSSTOWN to Westfort,3597,428727
15,1003,319142:427314:428740,BEVERLY to University,3608,428740
8,1004,318915:427315:428706,JAMES to Intercity via College,3587,428706
3M,1004,318728:427316:428746,MEMORIAL to Northwood,3583,428746
13,996,322521:427317:428688,JOHN-JUMBO to County Fair,3572,428688
17,995,321185:427318:428711,CURRENT RIVER to Cowan,3593,428711
3C,1003,319620:427319:428676,COUNTY PARK to Northwood,3576,428676
3M,1004,318696:427320:428736,MEMORIAL to County Park,3600,428736
15,1003,319121:427321:428737,BEVERLY to Intercity,3586,428737
15,1004,318459:427322:428686,BEVERLY to Intercity,3586,428686
9,1003,319528:427323:428740,JUNOT to Waterfront,3599,428740
9,1003,319495:427324:428747,JUNOT to Waterfront,3599,428747
9,1004,318960:427325:428672,JUNOT to University,3585,428672
13,995,320461:427326:428753,JOHN-JUMBO to County Fair,3572,428753
15,1003,319124:427327:428747,BEVERLY to University,3608,428747
3M,1006,319395:427328:428751,MEMORIAL to Airport,3573,428751
3M,1007,319395:427328:428759,MEMORIAL to Airport,3573,428759
3J,1003,319789:427329:428730,JUMBO GARDENS to Sherwood Dr.,3571,428730
3J,1003,319764:427330:428722,JUMBO GARDENS to Sherwood Dr.,3571,428722
9,1003,319525:427331:428737,JUNOT to University,3585,428737
17,995,321197:427332:428715,CURRENT RIVER to Waterfront,3603,428715
17,1003,320105:427333:428740,CURRENT RIVER to Cowan,3593,428740
15,995,320265:427334:428690,BEVERLY to Intercity,3586,428690
8,1003,319241:427335:428691,JAMES to Intercity via College,3587,428691
15,995,320271:427336:428675,BEVERLY to Intercity,3586,428675
1,1003,319584:427337:428694,MAINLINE to Waterfront,3575,428694
11,1003,319894:427338:428693,JOHN to Waterfront,3606,428693
17,1004,318982:427339:428696,CURRENT RIVER to Cowan,3593,428696
3M,995,321139:427340:428708,MEMORIAL to Airport,3573,428708
11,1003,319909:427341:428755,JOHN to Windsor St.,3601,428755
3M,1003,319314:427342:428730,MEMORIAL to Jumbo Gardens,3590,428730
3M,995,321154:427343:428681,MEMORIAL to Waterfront,3596,428681
17,995,321229:427344:428685,CURRENT RIVER to Waterfront,3603,428685
3C,995,320848:427345:428748,COUNTY PARK to Castlegreen Dr,3605,428748
9,996,322032:427346:428671,JUNOT to Waterfront,3599,428671
10,1003,319733:427347:428674,NORTHWOOD to College,3549,428674
11,995,320766:427348:428753,JOHN to Windsor St.,3601,428753
3M,1003,319368:427349:428698,MEMORIAL to Jumbo Gardens,3590,428698
10,1003,319698:427350:428723,NORTHWOOD to College,3549,428723
3M,1003,319340:427351:428730,MEMORIAL to Airport,3573,428730
3M,1004,318737:427352:428712,MEMORIAL to City Hall,3581,428712
3J,1003,319759:427353:428722,JUMBO GARDENS to Sherwood Dr.,3571,428722
1,1004,318795:427354:428696,MAINLINE to City Hall,3609,428696
5,995,320759:427355:428721,EDWARD to Waterfront,3555,428721
10,1003,319718:427356:428705,NORTHWOOD to College,3549,428705
3J,1003,319779:427357:428738,JUMBO GARDENS to Airport,3592,428738
3M,1006,319322:427358:428751,MEMORIAL to Airport,3573,428751
3M,1007,319322:427358:428759,MEMORIAL to Airport,3573,428759
3M,996,322286:427359:428749,MEMORIAL to Northwood,3583,428749
8,995,320405:427360:428697,JAMES to Intercity via College,3587,428697
3M,1004,318729:427361:428736,MEMORIAL to City Hall,3581,428736
8,995,320412:427362:428682,JAMES to Intercity via College,3587,428682
17,1003,320098:427363:428729,CURRENT RIVER to Cowan,3593,428729
3M,996,322278:427364:428717,MEMORIAL to County Park,3600,428717
8,1003,319277:427365:428724,JAMES to Intercity via College,3587,428724
13,995,320464:427366:428718,JOHN-JUMBO to County Fair,3572,428718
7,995,320980:427367:428718,HUDSON to Shuniah St.,3577,428718
8,995,320413:427368:428719,JAMES to Intercity via College,3587,428719
7,1004,318887:427369:428687,HUDSON to Shuniah St.,3577,428687
3M,996,322262:427370:428749,MEMORIAL to County Park,3600,428749
3M,1006,319408:427371:428680,MEMORIAL to City Hall,3581,428680
3M,1007,319408:427371:428758,MEMORIAL to City Hall,3581,428758
11,995,320780:427372:428753,JOHN to Waterfront,3606,428753
17,996,322010:427373:428679,CURRENT RIVER to Waterfront,3603,428679
17,995,321207:427374:428690,CURRENT RIVER to Waterfront,3603,428690
10,995,320568:427375:428748,NORTHWOOD to City Hall,3556,428748
17,995,321209:427376:428711,CURRENT RIVER to Waterfront,3603,428711
3J,1006,319747:427377:428751,JUMBO GARDENS to Airport,3592,428751
3J,1007,319747:427377:428759,JUMBO GARDENS to Airport,3592,428759
3C,996,322407:427378:428717,COUNTY PARK to Castlegreen Dr,3605,428717
3M,1003,319411:427379:428738,MEMORIAL to County Park,3600,428738
9,996,322039:427380:428671,JUNOT to Waterfront,3599,428671
3C,1003,319672:427381:428676,COUNTY PARK to Castlegreen Dr,3605,428676
5,996,322365:427382:428743,EDWARD to Waterfront,3555,428743
3M,1003,319328:427383:428698,MEMORIAL to Airport,3573,428698
15,1004,318441:427384:428686,BEVERLY to Intercity,3586,428686
18,1004,319026:427385:428739,WESTFORT to Mary,3509,428739
3C,996,322404:427386:428749,COUNTY PARK to Castlegreen Dr,3605,428749
1,1003,319566:427387:428707,MAINLINE to City Hall,3609,428707
3C,1003,319654:427388:428738,COUNTY PARK to Castlegreen Dr,3605,428738
3M,1003,319312:427389:428698,MEMORIAL to Jumbo Gardens,3590,428698
7,995,320977:427390:428753,HUDSON to Shuniah St.,3577,428753
9,1003,319519:427391:428729,JUNOT to University,3585,428729
13,995,320460:427392:428718,JOHN-JUMBO to County Fair,3572,428718
17,996,322011:427393:428728,CURRENT RIVER to Waterfront,3603,428728
9,995,321013:427394:428711,JUNOT to Waterfront,3599,428711
8,1004,318919:427395:428745,JAMES to Intercity via College,3587,428745
3M,996,322289:427396:428749,MEMORIAL to Northwood,3583,428749
17,1004,319004:427397:428696,CURRENT RIVER to Waterfront,3603,428696
2,1003,319192:427398:428720,CROSSTOWN to Westfort,3597,428720
3M,1004,318719:427399:428736,MEMORIAL to Northwood,3583,428736
7,996,322145:427400:428688,HUDSON to Shuniah St.,3577,428688
3M,995,321097:427401:428689,MEMORIAL to Northwood,3583,428689
8,1004,318927:427402:428684,JAMES to College,3538,428684
9,1004,318970:427403:428672,JUNOT to University,3585,428672
